URL,Title,Description
https://www.coursera.org/specializations/machine-learning-introduction,machine learning specialization,"data science machine learning decision trees, artificial neural network, logistic regression, recommender systems, linear regression, regularization to avoid overfitting, gradient descent, supervised learning, logistic regression for classification, xgboost, tensorflow, tree ensembles, "
https://www.coursera.org/specializations/introduction-data-science,introduction to data science specialization,"data science data analysis data science, relational database management system (rdbms), cloud databases, python programming, sql, deep learning, machine learning, big data, data mining, github, jupyter notebooks, rstudio, "
https://www.coursera.org/specializations/data-science-fundamentals-python-sql,data science fundamentals with python and sql specialization,"data science data analysis data science, github, python programming, jupyter notebooks, rstudio, data analysis, pandas, numpy, probability and statistics, regression analysis, data visualization (dataviz), statistical hypothesis testing, "
https://www.coursera.org/specializations/key-technologies-for-business,key technologies for business specialization,"business business essentials data science, artificial intelligence (ai), business, cloud computing, technology, cloud native, devops, iaas paas saas, hybrid multicloud, deep learning, jobs, machine learning, "
https://www.coursera.org/specializations/deep-learning,deep learning specialization,"data science machine learning artificial neural network, convolutional neural network, tensorflow, recurrent neural network, transformers, deep learning, backpropagation, python programming, neural network architecture, mathematical optimization, hyperparameter tuning, inductive transfer, "
https://www.coursera.org/specializations/digital-strategy,ibm & darden digital strategy specialization,"data science machine learning data science, digital transformation, artificial intelligence (ai), business strategy, cloud computing, deep learning, jobs, machine learning, strategy, swot analysis, value proposition, competitiveness, "
https://www.coursera.org/specializations/ibm-ai-foundations-for-business,ibm ai foundations for business specialization,"data science machine learning data science, artificial intelligence (ai), information technology (it) architecture, data architecture, leadership, deep learning, jobs, machine learning, big data, data mining, management, analytics, "
https://www.coursera.org/specializations/data-analysis-visualization-foundations,data analysis and visualization foundations specialization,"data science data analysis data science, spreadsheet, microsoft excel, data analysis, data visualization (dataviz), pivot table, ibm cognos analytics, dashboard, "
https://www.coursera.org/specializations/applied-data-science,applied data science specialization,"data science machine learning data science, python programming, data analysis, pandas, numpy, jupyter notebooks, predictive modelling, data visualization (dataviz), model selection, dashboards and charts, dash, matplotlib, "
https://www.coursera.org/specializations/data-engineering-foundations,data engineering foundations specialization,"information technology data management information engineering, python programming, extraction, transformation and loading (etl), relational database management system (rdbms), sql, data science, database (dbms), nosql, data analysis, pandas, numpy, jupyter notebooks, "
https://www.coursera.org/specializations/it-fundamentals-cybersecurity,it fundamentals for cybersecurity specialization,"information technology security operating system security, database vulnerabilities, cybersecurity, networking basics, cyber attacks, information security (infosec), ibm new collar, malware, network security, sql injection, "
https://www.coursera.org/specializations/software-engineering-fundamentals,applied software engineering fundamentals specialization,"computer science software development linux, software design and architecture, python programming, git and github, software development lifecycle (sdlc), basic programming concepts, careers in software engineering, programming languages and frameworks, the software development lifecycle (sdlc), software architecture, shell script, bash (unix shell), "
https://www.coursera.org/specializations/devops-cloud-and-agile-foundations,"devops, cloud, and agile foundations specialization","computer science design and product cloud native, devops, scrum, cloud computing, agile, test-driven development, ci/cd, behavior-driven development, iaas paas saas, hybrid multicloud, agile software development, scrum methodology, "
https://www.coursera.org/specializations/ibm-cloud-application-development-foundations,cloud application development foundations specialization,"information technology cloud computing devops, python programming, node.js, html and css, cloud applications, cloud native, iaas paas saas, hybrid multicloud, cloud computing, cascading style sheets (css), html, git (software), "
https://www.coursera.org/specializations/python,python for everybody specialization,"computer science software development json, xml, python programming, database (dbms), python syntax and semantics, basic programming language, computer programming, data structure, tuple, web scraping, sqlite, sql, "
https://www.coursera.org/specializations/it-cloud-fundamentals,information technology (it) and cloud fundamentals specialization,"information technology cloud computing it fundamentals, cybersecurity, cloud, networking, hardware, technical support, it service management (itsm), troubleshooting, it career, software development process, database management, software application development, "
https://www.coursera.org/specializations/bi-foundations-sql-etl-data-warehouse,"bi foundations with sql, etl and data warehousing specialization","information technology data management shell script, bash (unix shell), linux, cloud databases, python programming, jupyter notebooks, relational database management system (rdbms), sql, extraction, transformation and loading (etl), apache kafka, apache airflow, data pipelines, "
https://www.coursera.org/specializations/natural-language-processing,natural language processing specialization,"data science machine learning word2vec, machine translation, sentiment analysis, transformers, attention models, word embeddings, locality-sensitive hashing, vector space models, parts-of-speech tagging, n-gram language models, autocorrect, word embedding, "
https://www.coursera.org/specializations/wharton-business-foundations,business foundations specialization,"business business essentials positioning (marketing), marketing, marketing strategy, customer satisfaction, financial accounting, accounting, financial statement, balance sheet, decision-making, change management, human resources (hr), discounted cash flow, "
https://www.coursera.org/specializations/meta-react-native,meta react native specialization,"computer science mobile and web development web development, react (web framework), html and css, mobile development, javascript, test-driven development, front-end web development, object-oriented programming (oop), linux, bash (unix shell), github, version control, "
https://www.coursera.org/specializations/mathematics-for-machine-learning-and-data-science,mathematics for machine learning and data science specialization,"computer science algorithms bayesian statistics, machine learning, mathematics, probability, linear regression, linear equation, eigenvalues and eigenvectors, linear algebra, determinants, calculus, mathematical optimization, gradient descent, "
https://www.coursera.org/specializations/finance-accounting,introduction to finance and accounting specialization,"business finance corporate finance, financial accounting, financial statement, accounting, decision-making, discounted cash flow, cash flow analysis, balance sheet, generally accepted accounting principles, accounting terminology, "
https://www.coursera.org/specializations/ai-foundations-for-everyone,ai foundations for everyone specialization,"data science data analysis data science, deep learning, artificial intelligence (ai), machine learning, watson (computer), jobs, application programming interfaces (api), watson, "
https://www.coursera.org/specializations/finance-quantitative-modeling-analysts,finance & quantitative modeling for analysts specialization,"business finance financial modeling, corporate finance, microsoft excel, modeling, linear regression, probabilistic models, regression analysis, monte carlo method, linear programming (lp), solver, discounted cash flow, decision-making, "
https://www.coursera.org/specializations/machine-learning-engineering-for-production-mlops,machine learning engineering for production (mlops) specialization,"data science machine learning managing machine learning production systems, deployment pipelines, model pipelines, data pipelines, machine learning engineering for production, human-level performance (hlp), concept drift, model baseline, project scoping and design, ml deployment challenges, ml metadata, convolutional neural network, "
https://www.coursera.org/specializations/wharton-business-financial-modeling,business and financial modeling specialization,"business business essentials financial modeling, microsoft excel, simulation, linear programming (lp), modeling, linear regression, probabilistic models, regression analysis, monte carlo method, solver, risk, cash flow, "
https://www.coursera.org/specializations/business-analytics,business analytics specialization,"data science data analysis customer analytics, analytics, business analytics, decision tree, predictive analytics, regression analysis, marketing performance measurement and management, simulation, mathematical optimization, solver, talent management, performance management, "
https://www.coursera.org/specializations/excel,excel skills for business specialization,"business business essentials data validation, microsoft excel, microsoft excel macro, pivot table, graphs, spreadsheet, chart, concatenation, consolization, pivot chart, lookup table, microsoft excel vba, "
https://www.coursera.org/specializations/learn-sql-basics-data-science,learn sql basics for data science specialization,"data science data analysis data analysis, apache spark, delta lake, sql, data science, sqlite, a/b testing, query string, predictive analytics, presentation skills, creating metrics, exploratory data analysis, "
https://www.coursera.org/specializations/materiality-esg-factors,the materiality of esg factors specialization,"business finance esg, investment, climate change, finance, social activism, "
https://www.coursera.org/specializations/ai-for-business-wharton,ai for business specialization,"business leadership and management artificial intelligence (ai), machine learning, management, analytics, fraud prevention, "
https://www.coursera.org/specializations/uva-darden-digital-product-management,digital product management specialization,"computer science design and product hypothesis-driven development, product management, design thinking, agile, lean startup, product/market fit, innovation pipeline, agile user stories, user experience design (uxd), agile software development, software development, usability testing, "
https://www.coursera.org/specializations/leading-modern-day-business,leading the modern day business specialization,"business leadership and management marketing, business strategy, leadership and management, storytelling, innovation, technology disruption, digital trends, competitive lifecycle, digital strategy, strategic management, strategic thinking, design thinking, "
https://www.coursera.org/specializations/graphic-design,graphic design specialization,"arts and humanities music and art visual communication, branding communication, graphic design, art history, typography, creativity, graphics, design theory, color theory, adobe illustrator, history, adobe indesign, "
https://www.coursera.org/specializations/security-analyst-fundamentals,security analyst fundamentals specialization,"information technology security threat intelligence, digital forensics, data breach, cybersecurity analyst, computer security incident management, scripting, forensics, penetration test, cybersecurity, application security, network defensive tactics, security analyst, "
https://www.coursera.org/specializations/improve-english,improve your english communication skills specialization,"language learning learning english professional, email writing, presentation, writing, communication, stress, public speaking, speech, "
https://www.coursera.org/specializations/wharton-entrepreneurship,entrepreneurship specialization,"business entrepreneurship growth strategies, exit strategy, finance, entrepreneurship, discovery-driven planning, elevator pitch, planning, brand management, choosing advisors, brand, strategic management, marketing, "
https://www.coursera.org/specializations/positivepsychology,foundations of positive psychology  specialization,"business business essentials gratitude, goal setting, research methodology, resilience, character strengths and virtues, positive education, positive psychology, savoring, plan, communication, mindfulness, flourishing, "
https://www.coursera.org/specializations/jhu-data-science,data science specialization,"data science data analysis github, machine learning, r programming, regression analysis, data science, rstudio, data analysis, debugging, data manipulation, regular expression (regex), data cleansing, cluster analysis, "
https://www.coursera.org/specializations/supply-chain-management,supply chain management specialization,"business business essentials forecasting, logistics, supply chain, lean six sigma, supply chain risk management, warehouse management, logistics planning, inventory, six sigma, microsoft excel, planning, demand forecasting, "
https://www.coursera.org/specializations/wharton-fintech,fintech: foundations & applications of financial technology specialization,"business business essentials investment management, cryptocurrency, regulation, blockchain, "
https://www.coursera.org/specializations/microsoft-365-fundamentals,microsoft 365 fundamentals specialization,"business business essentials create and maintain professional looking documents, create and edit a workbook with multiple sheets, represent data visually, create and manage presentations, describe the apps and services available in a microsoft 365 subscription, documents, microsoft word, microsoft excel, chart, worksheet, microsoft powerpoint, presentation, "
https://www.coursera.org/specializations/seo,search engine optimization (seo) specialization,"business marketing search algorithm, search engine optimization (seo), mathematical optimization, semantics, social media, keyword research, marketing, content marketing, social media marketing, "
https://www.coursera.org/specializations/ai-product-management-duke,ai product management specialization,"data science machine learning data science, artificial intelligence (ai), machine learning, predictive analytics, modeling, artificial neural network, project management, privacy, design thinking, ethics, "
https://www.coursera.org/specializations/programming-python-java,introduction to programming with python and java specialization,"computer science software development programming principles, python programming, java programming, data structure, computer programming, python tools, python syntax and semantics, data science, python libraries, data analysis, data visualization (dataviz), java tools, "
https://www.coursera.org/specializations/construction-management,construction management specialization,"business leadership and management schedule, cost estimate, cost control, finance, real estate finance, project management, construction management, work breakdown structure, project planning, linear scheduling method, program evaluation and review technique (pert), critical path method, "
https://www.coursera.org/specializations/ibm-intro-machine-learning,ibm introduction to machine learning specialization,"data science data analysis machine learning regression, machine learning classification, machine learning, unsupervised learning, exploratory data analysis, artificial intelligence (ai), feature engineering, statistical hypothesis testing, regression analysis, supervised learning, linear regression, ridge regression, "
https://www.coursera.org/specializations/pwc-analytics,data analysis and presentation skills: the pwc approach specialization,"business business essentials data analysis, microsoft excel, data visualization (dataviz), presentation, data-informed decision-making, big data, pivot table, data cleansing, dashboard (business), data virtualization, communication, presentation design, "
https://www.coursera.org/specializations/aws-fundamentals,aws fundamentals specialization,"information technology cloud computing aws identity and access management, networking on aws, aws management console, cloud computing, aws security, aws, information privacy, cloud management, security, cloud applications, aws lambda, amazon lex, "
https://www.coursera.org/specializations/data-science-foundations-r,data science: foundations using r specialization,"data science data analysis data science, machine learning, github, r programming, exploratory data analysis, rstudio, data analysis, debugging, data manipulation, regular expression (regex), data cleansing, cluster analysis, "
https://www.coursera.org/specializations/python-3-programming,python 3 programming specialization,"computer science software development json, computer programming, python programming, sorting, "
https://www.coursera.org/specializations/reinforcement-learning,reinforcement learning specialization,"data science machine learning artificial intelligence (ai), machine learning, reinforcement learning, function approximation, intelligent systems, "
https://www.coursera.org/specializations/cs-fundamentals,accelerated computer science fundamentals specialization,"computer science algorithms run-time analysis, algorithms, hash table, trees (data structures), object-oriented programming (oop), "
https://www.coursera.org/specializations/digital-marketing,digital marketing specialization,"business marketing digital marketing, marketing, pricing strategies, marketing mix, product strategies, data collection, analytics, data analysis, data visualization (dataviz), marketing analytics, marketing performance, marketing channel, "
https://www.coursera.org/specializations/aws-devops,devops on aws specialization,"computer science software development continuous integration, devops, monitoring and logging, continuous delivery, microservices, aws identity and access management, networking on aws, aws management console, cloud computing, aws security, test automation, aws cloud, "
https://www.coursera.org/specializations/generative-adversarial-networks-gans,generative adversarial networks (gans) specialization,"data science machine learning generator, image-to-image translation, glossary of computer graphics, discriminator, generative adversarial networks, controllable generation, wgans, conditional generation, components of gans, dcgans, bias in gans, stylegans, "
https://www.coursera.org/specializations/data-visualization,data visualization with tableau specialization,"data science data analysis storyboarding, map, tableau software, data visualization (dataviz), data virtualization, visualization (computer graphics), data analysis, visual analytics, interactive visualization, "
https://www.coursera.org/specializations/certified-in-cybersecurity,certified in cybersecurity specialization,"information technology security cybersecurity, network security, security principles, risk, information assurance, security, governance, computer security incident management, business continuity, disaster recovery, logical controls, administrative controls, "
https://www.coursera.org/specializations/business-strategy,business strategy specialization,"business business strategy strategic analysis, strategic management, strategic thinking, business strategy, capabilities analysis, competitive position, industry structure, business competition, mergers and acquisitions (m&a), innovation strategy, growth strategy, strategy implementation, "
https://www.coursera.org/specializations/data-science-python,applied data science with python specialization,"data science data analysis text mining, python programming, pandas, matplotlib, numpy, data cleansing, data virtualization, data visualization (dataviz), machine learning (ml) algorithms, machine learning, scikit-learn, natural language toolkit (nltk), "
https://www.coursera.org/specializations/human-resource-management,human resource management: hr for people managers specialization,"business business strategy performance management, interviewing, human resources (hr), onboarding, managing people, resource management, hr strategy, recruiting, recruitment, performance appraisal, organizational culture, incentive, "
https://www.coursera.org/specializations/wharton-success,achieving personal and professional success specialization,"personal development personal development goal setting, happiness, personality development, personal development, communication, negotiation, deception, "
https://www.coursera.org/specializations/regulatory-compliance,regulatory compliance specialization,"business business essentials risk management, business strategy, compliance, human resources management, brand management, strategic planning, management, organizational behavior, information privacy, data management, privacy compliance, operations management, "
https://www.coursera.org/specializations/tesol,"tesol certificate, part 1: teach english now! specialization","language learning learning english education, online learning, "
https://www.coursera.org/specializations/financialengineering,financial engineering and risk management specialization,"business finance quantitative analysis, asset allocation, algorithmic trading, portfolio optimization, mathematical finance, derivatives, swaps and options, fixed income, binomial distribution, black scholes model, model calibration, modeling and pricing credit default swaps, "
https://www.coursera.org/specializations/ui-ux-design,ui / ux design specialization,"arts and humanities music and art website wireframe, strategy, user interface design (ui design), user experience (ux), user research, graphic design, adobe xd, adobe illustrator, invision, marvel, adobe indesign, treejack, "
https://www.coursera.org/specializations/product-ideation-design-and-management,"product ideation, design, and management specialization","business marketing product development, ideation, product management, product design, innovation, market analysis, entrepreneurship, competitive analysis, customer development, marketing, leadership, user experience (ux), "
https://www.coursera.org/specializations/financial-analysis-skills-for-success,financial analysis - skills for success specialization,"business finance accounting, scenario analysis, financial statement analysis, strategic management, finance, risk, financial analysis, financial statement, planning, decision-making, data analysis, budget, "
https://www.coursera.org/specializations/creative-writing,creative writing specialization,"arts and humanities music and art short story writing, fiction writing, creativity, copy editing, "
https://www.coursera.org/specializations/data-structures-algorithms,data structures and algorithms specialization,"computer science algorithms debugging, software testing, algorithms, data structure, computer programming, dynamic programming, binary search tree, priority queue, hash table, stack (abstract data type), list, graph theory, "
https://www.coursera.org/specializations/product-management,software product management specialization,"computer science design and product software requirements, product management, scrum, agile, project management, agile software development, software product management, software project management, lean software development, software development process, scrum (software development), user story, "
https://www.coursera.org/specializations/foundations-management,foundations of management specialization,"business leadership and management accounting, leadership, finance, marketing, financial accounting, financial statement, balance sheet, dupont analysis, management accounting, business analysis, management styles, management, "
https://www.coursera.org/specializations/genomic-data-science,genomic data science specialization,"data science data analysis bioinformatics, statistics, data science, computational biology, biopython, python programming, genomics, bioinformatics algorithms, algorithms, algorithms on strings, samtools, unix, "
https://www.coursera.org/specializations/social-science,methods and statistics in social sciences specialization,"social sciences governance and society statistics, statistical inference, r programming, qualitative research, confidence interval, statistical hypothesis testing, regression analysis, analysis of variance (anova), "
https://www.coursera.org/specializations/nosql-big-data-and-spark-foundations,"nosql, big data, and spark foundations specialization","information technology data management apache hadoop, mongodb, big data, apache spark, nosql databases, nosql, cloud database, cloudant, cassandra, sparksql, sparkml, "
https://www.coursera.org/specializations/thinklikeacfo,think like a cfo specialization,"business finance financial accounting, accounting, financial statement, balance sheet, dupont analysis, management accounting, business analysis, finance, corporate finance, financial risk, evaluation, investment, "
https://www.coursera.org/specializations/tensorflow-advanced-techniques,tensorflow: advanced techniques specialization,"data science machine learning model interpretability, custom training loops, custom and exotic models, generative machine learning, object detection, functional api, custom layers, custom and exotic models with functional api, custom loss functions, distribution strategies, basic tensor functionality, gradienttape for optimization, "
https://www.coursera.org/specializations/gcp-data-machine-learning,"data engineering, big data, and machine learning on gcp specialization","data science machine learning tensorflow, bigquery, google cloud platform, cloud computing, "
https://www.coursera.org/specializations/mathematics-machine-learning,mathematics for machine learning specialization,"data science machine learning eigenvalues and eigenvectors, principal component analysis (pca), multivariable calculus, linear algebra, basis (linear algebra), transformation matrix, linear regression, vector calculus, gradient descent, dimensionality reduction, python programming, "
https://www.coursera.org/specializations/modern-contemporary-art-design,modern and contemporary art and design specialization,"arts and humanities music and art photography, design, art, history, museums, creativity, art history, art direction, "
https://www.coursera.org/specializations/agile-development,agile development specialization,"computer science design and product hypothesis-driven development, design thinking, user experience (ux), agile, lean startup, agile user stories, user experience design (uxd), agile software development, product management, software development, usability testing, continuous delivery, "
https://www.coursera.org/specializations/career-success,career success specialization,"business business essentials project management, information technology (it) management, communication, negotiation, leadership, team management, task management, management, planning, plan, accounting, financial ratio, "
https://www.coursera.org/specializations/united-states-federal-taxation,u.s. federal taxation specialization,"business business essentials depreciation, federal tax returns, tax law, "
https://www.coursera.org/specializations/business-music-production,the business of music production specialization,"arts and humanities music and art copyright, music production, contracts, pro tools, music recording, music business, revenue streams, teambuilding, audio production, music, songwriting, create music legally, "
https://www.coursera.org/specializations/healthcare-administration-management,the business of health care specialization,"health healthcare management insurance, health economics, "
https://www.coursera.org/specializations/practical-data-science,practical data science on the aws cloud specialization,"data science machine learning natural language processing with bert, ml pipelines and ml operations (mlops), a/b testing and model deployment, data labeling at scale, automated machine learning (automl), statistical data bias detection, multi-class classification with fasttext and blazingtext, data ingestion, exploratory data analysis, ml pipelines and mlops, model training and deployment with bert, model debugging and evaluation, "
https://www.coursera.org/specializations/risk-management,risk management specialization,"business finance credit risk measurement and management, application of financial statistics and probability, market risk measurement and management, operational risk measurement and management, risk management, financial risk, leadership and financial risk estimation and management, regulations, credit analysis, financial analysis, credit risk, market risk management, "
https://www.coursera.org/specializations/music-production,music production specialization,"arts and humanities music and art audio recording, music, music production, sound design, audio editing, audio production, songwriting, music recording, midi, pro tools, music editing, music mixing, "
https://www.coursera.org/specializations/google-cloud-database-engineer,google cloud database engineer specialization,"information technology cloud computing cloud platforms, cloud storage, google cloud platform, google compute engine, google app engine (gae), cloud computing, mysql, cloud sql, sql operations, database (dbms), data management, postgresql, "
https://www.coursera.org/specializations/gcp-architecture,architecting with google compute engine specialization,"information technology cloud computing google compute engine, google app engine (gae), google cloud platform, cloud computing, virtual machine, network architecture, debugging, cloud storage, data store, load balancing, virtual private network (vpn), autoscaling, "
https://www.coursera.org/specializations/procurement-sourcing,global procurement and sourcing specialization,"business leadership and management negotiation, contracts, "
https://www.coursera.org/specializations/entrepreneurship-growing-your-business,entrepreneurship: growing your business specialization,"business business strategy entrepreneurship, leadership & management, innovation, finance, hr tech, financial accounting, accounting, financial statement, balance sheet, leadership, business ethics, ethical leadership, "
https://www.coursera.org/specializations/six-sigma-fundamentals,six sigma yellow belt specialization,"business leadership and management project management, lean six sigma, binomial distribution, six sigma, process improvement, lean methods, statistics, data analysis, causality, "
https://www.coursera.org/specializations/diy-musician,the diy musician specialization,"arts and humanities music and art crowdfunding, music production, social media, songwriting, music recording, music, poetry, audio production, midi, pro tools, music business, marketing, "
https://www.coursera.org/specializations/algorithms,algorithms specialization,"computer science algorithms algorithms, dynamic programming, greedy algorithm, divide and conquer algorithms, randomized algorithm, sorting algorithm, graphs, data structure, hash table, spanning tree, np-completeness, "
https://www.coursera.org/specializations/influencing-storytelling-change-management,"influencing: storytelling, change management and governance specialization","business leadership and management change management, communication, negotiation, risk governance, "
https://www.coursera.org/specializations/applied-data-science-r,applied data science with r specialization,"data science data analysis shiny dashboards, data analysis and modelling, r programmin language, data visualization (dataviz), sql & rdbms, data science, r programming, select (sql), relational databases (rdbms), data analysis, statistical analysis, linear regression, "
https://www.coursera.org/specializations/gis,geographic information systems  (gis) specialization,"data science data analysis geographic information system (gis), satellite, imagery analysis, model building, spatial visualization, spatial analysis, data analysis, data visualization (dataviz), software, analytics, workflow, data management, "
https://www.coursera.org/specializations/decentralized-finance-duke,decentralized finance (defi): the future of finance specialization,"business finance cryptography, smart contract, decentralized protocols, governance, blockchain mechanics, consensus mechanisms, digital signature, address mechanics, flash loans, bonding curves, set protocol’s tokenization method, mechanics of compound and aave, "
https://www.coursera.org/specializations/project-management-success,project management & other tools for career development specialization,"business business essentials project management, risk management, communication, negotiation, project, planning, project planning, change control, change management, email writing, proofreading, writing, "
https://www.coursera.org/specializations/project-management,project management principles and practices specialization,"business business essentials schedule, project management, risk management, budget, project, planning, project planning, budget estimation, change control, change management, "
